Verse ID ^ Pericope 1 ^ Pericope 2 ^ Pericope 3 ^ Pericope 4
1 ^ God and the World ^ The Creation of the Heavens and the Earth ^  ^ 
2 ^ God and the World ^ The Creation of the Heavens and the Earth ^  ^ 
3 ^ God and the World ^ The Creation of the Heavens and the Earth ^  ^ 
4 ^ God and the World ^  ^  ^ 
5 ^ God and the World ^  ^  ^ 
6 ^ God and the World ^  ^  ^ 
7 ^ God and the World ^  ^  ^ 
8 ^ God and the World ^  ^  ^ 
9 ^ God and the World ^  ^  ^ 
10 ^ God and the World ^  ^  ^ 
11 ^ God and the World ^  ^  ^ 
12 ^ God and the World ^  ^  ^ 
13 ^ God and the World ^  ^  ^ 
14 ^ God and the World ^  ^  ^ 
15 ^ God and the World ^  ^  ^ 
16 ^ God and the World ^  ^  ^ 
17 ^ God and the World ^  ^  ^ 
18 ^ God and the World ^  ^  ^ 
19 ^ God and the World ^  ^  ^ 
20 ^ God and the World ^  ^  ^ 
21 ^ God and the World ^  ^  ^ 
22 ^ God and the World ^  ^  ^ 
23 ^ God and the World ^  ^  ^ 
24 ^ God and the World ^  ^  ^ 
25 ^ God and the World ^  ^  ^ 
26 ^ God and the World ^  ^  ^ 
27 ^ God and the World ^  ^  ^ 
28 ^ God and the World ^  ^  ^ 
29 ^ God and the World ^  ^  ^ 
30 ^ God and the World ^  ^  ^ 
31 ^ God and the World ^  ^  ^ 
32 ^ God and the World ^ The Creation of the Heavens and the Earth ^ Adam and Eve in the Garden of Eden ^ 
33 ^ God and the World ^ The Creation of the Heavens and the Earth ^ Adam and Eve in the Garden of Eden ^ 
34 ^ God and the World ^ The Creation of the Heavens and the Earth ^ Adam and Eve in the Garden of Eden ^ 
35 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
36 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
37 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
38 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
39 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
40 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
41 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
42 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
43 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
44 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
45 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
46 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
47 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
48 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
49 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
50 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
51 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
52 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
53 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
54 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
55 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
56 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ Adam and Eve in the Garden of Eden ^ 
57 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
58 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
59 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
60 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
61 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
62 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
63 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
64 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
65 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
66 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
67 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
68 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
69 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
70 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
71 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
72 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
73 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
74 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
75 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
76 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
77 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
78 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
79 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
80 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Fall of Man ^ 
81 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
82 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
83 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
84 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
85 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
86 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
87 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
88 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
89 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
90 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
91 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
92 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
93 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
94 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
95 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
96 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
97 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
98 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
99 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
100 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
101 ^ God and the World ^ Human Sin and the Ruin of Gods World ^ The Descendants of Adam ^ 
