Row ID ^ Pericope ID ^ Book Name ^ Book Number ^ Chapter Number ^ Verse Number ^ Pericope 1 ^ Pericope 2 ^ Pericope 3 ^ Pericope 4
1 ^ 1 ^ revelation ^ 66 ^ 7 ^ 1 ^  ^ 144000 Sealed ^  ^ 
2 ^ 1 ^ revelation ^ 66 ^ 7 ^ 2 ^  ^ 144000 Sealed ^  ^ 
3 ^ 1 ^ revelation ^ 66 ^ 7 ^ 3 ^  ^ 144000 Sealed ^  ^ 
4 ^ 1 ^ revelation ^ 66 ^ 7 ^ 4 ^  ^ 144000 Sealed ^  ^ 
5 ^ 1 ^ revelation ^ 66 ^ 7 ^ 5 ^  ^ 144000 Sealed ^  ^ 
6 ^ 1 ^ revelation ^ 66 ^ 7 ^ 6 ^  ^ 144000 Sealed ^  ^ 
7 ^ 1 ^ revelation ^ 66 ^ 7 ^ 7 ^  ^ 144000 Sealed ^  ^ 
8 ^ 1 ^ revelation ^ 66 ^ 7 ^ 8 ^  ^ 144000 Sealed ^  ^ 
9 ^ 2 ^ acts ^ 44 ^ 16 ^ 1 ^ 2nd and 3rd missions ^  ^  ^ 
10 ^ 2 ^ acts ^ 44 ^ 16 ^ 2 ^ 2nd and 3rd missions ^  ^  ^ 
11 ^ 2 ^ acts ^ 44 ^ 16 ^ 3 ^ 2nd and 3rd missions ^  ^  ^ 
12 ^ 2 ^ acts ^ 44 ^ 16 ^ 4 ^ 2nd and 3rd missions ^  ^  ^ 
13 ^ 2 ^ acts ^ 44 ^ 16 ^ 5 ^ 2nd and 3rd missions ^  ^  ^ 
14 ^ 2 ^ acts ^ 44 ^ 16 ^ 6 ^ 2nd and 3rd missions ^  ^  ^ 
15 ^ 2 ^ acts ^ 44 ^ 16 ^ 7 ^ 2nd and 3rd missions ^  ^  ^ 
16 ^ 2 ^ acts ^ 44 ^ 16 ^ 8 ^ 2nd and 3rd missions ^  ^  ^ 
17 ^ 2 ^ acts ^ 44 ^ 16 ^ 9 ^ 2nd and 3rd missions ^  ^  ^ 
18 ^ 2 ^ acts ^ 44 ^ 16 ^ 10 ^ 2nd and 3rd missions ^  ^  ^ 
19 ^ 2 ^ acts ^ 44 ^ 16 ^ 11 ^ 2nd and 3rd missions ^  ^  ^ 
20 ^ 2 ^ acts ^ 44 ^ 16 ^ 12 ^ 2nd and 3rd missions ^  ^  ^ 
21 ^ 2 ^ acts ^ 44 ^ 16 ^ 13 ^ 2nd and 3rd missions ^  ^  ^ 
22 ^ 2 ^ acts ^ 44 ^ 16 ^ 14 ^ 2nd and 3rd missions ^  ^  ^ 
23 ^ 2 ^ acts ^ 44 ^ 16 ^ 15 ^ 2nd and 3rd missions ^  ^  ^ 
24 ^ 2 ^ acts ^ 44 ^ 16 ^ 16 ^ 2nd and 3rd missions ^  ^  ^ 
25 ^ 2 ^ acts ^ 44 ^ 16 ^ 17 ^ 2nd and 3rd missions ^  ^  ^ 
26 ^ 2 ^ acts ^ 44 ^ 16 ^ 18 ^ 2nd and 3rd missions ^  ^  ^ 
27 ^ 2 ^ acts ^ 44 ^ 16 ^ 19 ^ 2nd and 3rd missions ^  ^  ^ 
28 ^ 2 ^ acts ^ 44 ^ 16 ^ 20 ^ 2nd and 3rd missions ^  ^  ^ 
29 ^ 2 ^ acts ^ 44 ^ 16 ^ 21 ^ 2nd and 3rd missions ^  ^  ^ 
30 ^ 2 ^ acts ^ 44 ^ 16 ^ 22 ^ 2nd and 3rd missions ^  ^  ^ 
31 ^ 2 ^ acts ^ 44 ^ 16 ^ 23 ^ 2nd and 3rd missions ^  ^  ^ 
32 ^ 2 ^ acts ^ 44 ^ 16 ^ 24 ^ 2nd and 3rd missions ^  ^  ^ 
33 ^ 2 ^ acts ^ 44 ^ 16 ^ 25 ^ 2nd and 3rd missions ^  ^  ^ 
34 ^ 2 ^ acts ^ 44 ^ 16 ^ 26 ^ 2nd and 3rd missions ^  ^  ^ 
35 ^ 2 ^ acts ^ 44 ^ 16 ^ 27 ^ 2nd and 3rd missions ^  ^  ^ 
36 ^ 2 ^ acts ^ 44 ^ 16 ^ 28 ^ 2nd and 3rd missions ^  ^  ^ 
37 ^ 2 ^ acts ^ 44 ^ 16 ^ 29 ^ 2nd and 3rd missions ^  ^  ^ 
38 ^ 2 ^ acts ^ 44 ^ 16 ^ 30 ^ 2nd and 3rd missions ^  ^  ^ 
39 ^ 2 ^ acts ^ 44 ^ 16 ^ 31 ^ 2nd and 3rd missions ^  ^  ^ 
40 ^ 2 ^ acts ^ 44 ^ 16 ^ 32 ^ 2nd and 3rd missions ^  ^  ^ 
41 ^ 2 ^ acts ^ 44 ^ 16 ^ 33 ^ 2nd and 3rd missions ^  ^  ^ 
42 ^ 2 ^ acts ^ 44 ^ 16 ^ 34 ^ 2nd and 3rd missions ^  ^  ^ 
43 ^ 2 ^ acts ^ 44 ^ 16 ^ 35 ^ 2nd and 3rd missions ^  ^  ^ 
44 ^ 2 ^ acts ^ 44 ^ 16 ^ 36 ^ 2nd and 3rd missions ^  ^  ^ 
45 ^ 2 ^ acts ^ 44 ^ 16 ^ 37 ^ 2nd and 3rd missions ^  ^  ^ 
46 ^ 2 ^ acts ^ 44 ^ 16 ^ 38 ^ 2nd and 3rd missions ^  ^  ^ 
47 ^ 2 ^ acts ^ 44 ^ 16 ^ 39 ^ 2nd and 3rd missions ^  ^  ^ 
48 ^ 2 ^ acts ^ 44 ^ 16 ^ 40 ^ 2nd and 3rd missions ^  ^  ^ 
49 ^ 2 ^ acts ^ 44 ^ 17 ^ 1 ^ 2nd and 3rd missions ^  ^  ^ 
50 ^ 2 ^ acts ^ 44 ^ 17 ^ 2 ^ 2nd and 3rd missions ^  ^  ^ 
51 ^ 2 ^ acts ^ 44 ^ 17 ^ 3 ^ 2nd and 3rd missions ^  ^  ^ 
52 ^ 2 ^ acts ^ 44 ^ 17 ^ 4 ^ 2nd and 3rd missions ^  ^  ^ 
53 ^ 2 ^ acts ^ 44 ^ 17 ^ 5 ^ 2nd and 3rd missions ^  ^  ^ 
54 ^ 2 ^ acts ^ 44 ^ 17 ^ 6 ^ 2nd and 3rd missions ^  ^  ^ 
55 ^ 2 ^ acts ^ 44 ^ 17 ^ 7 ^ 2nd and 3rd missions ^  ^  ^ 
56 ^ 2 ^ acts ^ 44 ^ 17 ^ 8 ^ 2nd and 3rd missions ^  ^  ^ 
57 ^ 2 ^ acts ^ 44 ^ 17 ^ 9 ^ 2nd and 3rd missions ^  ^  ^ 
58 ^ 2 ^ acts ^ 44 ^ 17 ^ 10 ^ 2nd and 3rd missions ^  ^  ^ 
59 ^ 2 ^ acts ^ 44 ^ 17 ^ 11 ^ 2nd and 3rd missions ^  ^  ^ 
60 ^ 2 ^ acts ^ 44 ^ 17 ^ 12 ^ 2nd and 3rd missions ^  ^  ^ 
61 ^ 2 ^ acts ^ 44 ^ 17 ^ 13 ^ 2nd and 3rd missions ^  ^  ^ 
62 ^ 2 ^ acts ^ 44 ^ 17 ^ 14 ^ 2nd and 3rd missions ^  ^  ^ 
63 ^ 2 ^ acts ^ 44 ^ 17 ^ 15 ^ 2nd and 3rd missions ^  ^  ^ 
64 ^ 2 ^ acts ^ 44 ^ 17 ^ 16 ^ 2nd and 3rd missions ^  ^  ^ 
65 ^ 2 ^ acts ^ 44 ^ 17 ^ 17 ^ 2nd and 3rd missions ^  ^  ^ 
