Subclause^WordFunction
40.1:18.w16-w17^head head 
40.1:18.w19^head 
40.1:18.w20^head 
40.1:18.w21-w22^specifier head 
40.1:18.w23^head 
40.1:18.w24-w26^specifier head definer 
40.1:19.w1^head 
40.1:19.w2^head 
40.1:19.w3-w5^specifier head qualifier 
40.1:19.w6^head 
40.1:19.w7^head 
40.1:19.w8^head 
40.1:19.w9^head 
40.1:19.w10^head 
40.1:19.w11^head 
40.1:19.w12^head 
40.1:19.w13^head 
40.1:19.w14^head 
40.1:19.w15^head 
40.1:19.w16^head 
40.1:2.w1^head 
40.1:2.w2^head 
40.1:2.w3-w4^specifier head 
40.1:2.w5^head 
40.1:2.w6^head 
40.1:2.w7^head 
40.1:2.w8-w9^specifier head 
40.1:2.w10^head 
40.1:2.w11^head 
40.1:2.w12^head 
40.1:2.w13-w14^specifier head 
40.1:2.w15-w18^connector specifier head qualifier 
40.1:20.w1^head 
40.1:20.w2^head 
40.1:20.w3^head 
40.1:20.w4^head 
40.1:20.w5^head 
40.1:20.w6-w7^head qualifier 
40.1:20.w8-w9^specifier head 
40.1:20.w10^head 
40.1:20.w11^head 
40.1:20.w12^head 
40.1:20.w13-w15^head head qualifier 
40.1:20.w14-w15^head qualifier 
40.1:20.w16^head 
40.1:20.w17^head 
40.1:20.w18^head 
40.1:20.w19^head 
40.1:20.w20-w22^specifier head qualifier 
40.1:20.w23^specifier 
40.1:20.w24^head 
40.1:20.w25-w26^specifier head 
40.1:20.w27^head 
40.1:20.w28-w29^specifier head 
40.1:20.w30^head 
40.1:20.w31^definer 
40.1:21.w1^head 
40.1:21.w2^head 
40.1:21.w3^head 
40.1:21.w4^head 
40.1:21.w5^head 
40.1:21.w6-w8^specifier head qualifier 
40.1:21.w9^head 
40.1:21.w10^head 
40.1:21.w11^head 
40.1:21.w12^head 
40.1:21.w13-w15^specifier head qualifier 
40.1:21.w16-w19^specifier specifier head qualifier 
40.1:22.w1^head 
40.1:22.w2^head 
40.1:22.w3^definer 
40.1:22.w4^head 
40.1:22.w5^head 
40.1:22.w6^head 
40.1:22.w7-w8^specifier head 
40.1:22.w9-w10^specifier head 
40.1:22.w11-w13^specifier specifier head 
40.1:22.w14^head 
40.1:23.w1^head 
40.1:23.w2-w3^specifier head 
40.1:23.w4-w5^specifier head 
40.1:23.w6^head 
40.1:23.w7^head 
40.1:23.w8^head 
40.1:23.w9^head 
40.1:23.w10^head 
40.1:23.w11^head 
40.1:23.w12-w14^specifier head qualifier 
40.1:23.w15^head 
40.1:23.w16^head 
40.1:23.w17^head 
40.1:23.w18^head 
40.1:23.w19-w20^specifier head 
40.1:23.w21-w22^specifier head 
40.1:24.w1^head 
40.1:24.w2^head 
40.1:24.w3-w4^specifier head 
40.1:24.w5-w7^specifier specifier head 
40.1:24.w8^head 
40.1:24.w9^head 
40.1:24.w10^head 
40.1:24.w11^head 
40.1:24.w12-w14^specifier head qualifier 
40.1:24.w15^head 
40.1:24.w16^head 
40.1:24.w17-w19^specifier head qualifier 
40.1:25.w1^head 
40.1:25.w2^head 
40.1:25.w3^head 
40.1:25.w4^head 
40.1:25.w5-w6^specifier head 
40.1:25.w7^head 
40.1:25.w8^head 
40.1:25.w9^head 
40.1:25.w10^head 
40.1:25.w11-w13^specifier head qualifier 
40.1:25.w14^head 
40.1:3.w1^head 
40.1:3.w2^head 
40.1:3.w3^head 
40.1:3.w4-w5^specifier head 
40.1:3.w6-w8^connector specifier head 
40.1:3.w9-w11^specifier specifier head 
40.1:3.w12^head 
40.1:3.w13^head 
40.1:3.w14^head 
40.1:3.w15-w16^specifier head 
40.1:3.w17^head 
40.1:3.w18^head 
40.1:3.w19^head 
40.1:3.w20-w21^specifier head 
40.1:4.w1^head 
40.1:4.w2^head 
40.1:4.w3^head 
40.1:4.w4-w5^specifier head 
40.1:4.w6^head 
40.1:4.w7^head 
40.1:4.w8^head 
40.1:4.w9-w10^specifier head 
40.1:4.w11^head 
40.1:4.w12^head 
40.1:4.w13^head 
40.1:4.w14-w15^specifier head 
40.1:5.w1^head 
40.1:5.w2^head 
40.1:5.w3^head 
40.1:5.w4-w5^specifier head 
40.1:5.w6-w8^specifier specifier head 
40.1:5.w9^head 
40.1:5.w10^head 
40.1:5.w11^head 
40.1:5.w12-w13^specifier head 
40.1:5.w14-w16^specifier specifier head 
40.1:5.w17^head 
40.1:5.w18^head 
40.1:5.w19^head 
40.1:5.w20-w21^specifier head 
40.1:6.w1^head 
40.1:6.w2^head 
40.1:6.w3^head 
40.1:6.w4-w7^specifier head specifier head 
40.1:6.w6-w7^specifier head 
40.1:6.w8^head 
40.1:6.w9^head 
40.1:6.w10^head 
40.1:6.w11-w12^specifier head 
40.1:6.w13-w16^specifier head specifier head 
40.1:6.w15-w16^specifier head 
40.1:7.w1^head 
40.1:7.w2^head 
40.1:7.w3^head 
40.1:7.w4-w5^specifier head 
40.1:7.w6^head 
40.1:7.w7^head 
40.1:7.w8^head 
40.1:7.w9-w10^specifier head 
40.1:7.w11^head 
40.1:7.w12^head 
40.1:7.w13^head 
40.1:7.w14-w15^specifier head 
40.1:8.w1^head 
40.1:8.w2^head 
40.1:8.w3^head 
40.1:8.w4-w5^specifier head 
40.1:8.w6^head 
40.1:8.w7^head 
40.1:8.w8^head 
40.1:8.w9-w10^specifier head 
40.1:8.w11^head 
40.1:8.w12^head 
40.1:8.w13^head 
40.1:8.w14-w15^specifier head 
40.1:9.w1^head 
40.1:9.w2^head 
40.1:9.w3^head 
40.1:9.w4-w5^specifier head 
40.1:9.w6^head 
40.1:9.w7^head 
40.1:9.w8^head 
40.1:9.w9-w10^specifier head 
40.1:9.w11^head 
40.1:9.w12^head 
40.1:9.w13^head 
40.1:9.w14-w15^specifier head 
40.10:1.w1^head 
40.10:1.w2^head 
40.10:1.w3-w6^specifier definer head qualifier 
40.10:1.w7^head 
40.10:1.w8^head 
40.10:1.w9-w11^head head definer 
40.10:1.w10-w11^head definer 
40.10:1.w12^head 
40.10:1.w13^head 
40.10:1.w14^head 
40.10:1.w15^head 
40.10:1.w16^head 
40.10:1.w17-w18^definer head 
40.10:1.w19-w21^connector definer head 
40.10:10.w1^head 
40.10:10.w2^head 
40.10:10.w3-w4^specifier head 
40.10:10.w5^head 
40.10:10.w6-w7^definer head 
40.10:10.w8-w9^connector head 
40.10:10.w10-w11^connector head 
40.10:10.w12^head 
40.10:10.w13^head 
40.10:10.w14-w15^specifier head 
40.10:10.w16-w18^specifier head qualifier 
40.10:11.w1-w2^specifier head 
40.10:11.w3^head 
40.10:11.w4^head 
40.10:11.w5^head 
40.10:11.w6-w7^connector head 
40.10:11.w8^head 
40.10:11.w9^head 
40.10:11.w10-w12^head specifier head 
40.10:11.w11-w12^specifier head 
40.10:11.w13^head 
40.10:11.w14^head 
40.10:11.w15^head 
40.10:11.w16^head 
40.10:11.w17^head 
40.10:11.w18^head 
40.10:11.w19^head 
40.10:12.w1^head 
40.10:12.w2^head 
40.10:12.w3-w5^specifier specifier head 
40.10:12.w6^head 
40.10:12.w7^head 
40.10:13.w1^head 
40.10:13.w2^head 
40.10:13.w3^head 
40.10:13.w4^head 
40.10:13.w5-w6^specifier head 
40.10:13.w7^head 
40.10:13.w8^head 
40.10:13.w9-w11^specifier head qualifier 
40.10:13.w12-w13^specifier head 
40.10:13.w14^head 
40.10:13.w15^head 
40.10:13.w16^head 
40.10:13.w17^head 
40.10:13.w18^head 
40.10:13.w19-w21^specifier head qualifier 
40.10:13.w22-w23^specifier head 
40.10:13.w24^head 
40.10:14.w1^head 
40.10:14.w2^head 
40.10:14.w3^head 
40.10:14.w4^head 
40.10:14.w5^head 
40.10:14.w6^head 
40.10:14.w7^head 
40.10:14.w8^head 
40.10:14.w9-w11^specifier head qualifier 
40.10:14.w12^head 
40.10:14.w13-w15^specifier specifier head 
40.10:14.w16-w19^connector specifier head definer 
40.10:14.w20^head 
40.10:14.w21-w25^specifier head specifier head qualifier 
40.10:14.w23-w25^specifier head qualifier 
40.10:15.w1^head 
40.10:15.w2^head 
40.10:15.w3^head 
40.10:15.w4^head 
40.10:15.w5^head 
40.10:15.w6-w9^head head connector head 
40.10:15.w7-w9^head connector head 
40.10:15.w8-w9^connector head 
40.10:15.w10-w12^specifier head qualifier 
40.10:15.w13^head 
40.10:15.w14-w16^specifier head definer 
40.10:16.w1^head 
40.10:16.w2^head 
40.10:16.w3^head 
40.10:16.w4^head 
40.10:16.w5^head 
40.10:16.w6^head 
40.10:16.w7-w9^specifier head qualifier 
40.10:16.w10^head 
40.10:16.w11^head 
40.10:16.w12^head 
40.10:16.w13^head 
40.10:16.w14-w15^specifier head 
40.10:16.w16^head 
40.10:16.w17^head 
40.10:16.w18^head 
40.10:16.w19-w20^specifier head 
40.10:17.w1^head 
40.10:17.w2^head 
40.10:17.w3-w5^specifier specifier head 
40.10:17.w6^head 
40.10:17.w7^head 
40.10:17.w8^head 
40.10:17.w9-w10^specifier head 
40.10:17.w11^head 
40.10:17.w12-w15^specifier specifier head qualifier 
40.10:17.w16^head 
40.10:17.w17^head 
40.10:18.w1^head 
40.10:18.w2-w3^specifier head 
40.10:18.w4^head 
40.10:18.w5-w6^connector head 
40.10:18.w7^head 
40.10:18.w8-w9^specifier head 
40.10:18.w10-w15^specifier head head connector specifier head 
40.10:18.w12-w15^head connector specifier head 
40.10:18.w13-w15^connector specifier head 
40.10:19.w1^head 
40.10:19.w2^head 
40.10:19.w3^head 
40.10:19.w4^head 
40.10:19.w5^head 
40.10:19.w6^head 
40.10:19.w7^head 
40.10:19.w8^head 
40.10:19.w9^head 
40.10:19.w10^head 
40.10:19.w11^head 
40.10:19.w12^head 
40.10:19.w13^head 
40.10:19.w14-w17^specifier definer specifier head 
40.10:19.w18^head 
40.10:19.w19^head 
40.10:2.w1^specifier 
40.10:2.w2^head 
40.10:2.w3-w4^definer head 
40.10:2.w7^head 
40.10:2.w8^head 
40.10:2.w9^head 
40.10:2.w10-w13^head specifier head head 
40.10:2.w11-w12^specifier head 
40.10:2.w13^head 
40.10:2.w14^head 
40.10:2.w15-w18^head specifier head qualifier 
40.10:2.w16-w18^specifier head qualifier 
40.10:2.w19-w23^connector head head specifier head 
40.10:2.w21-w23^head specifier head 
40.10:2.w22-w23^specifier head 
40.10:2.w24-w28^connector head specifier head qualifier 
40.10:2.w26-w28^specifier head qualifier 
40.10:20.w1^head 
40.10:20.w2^head 
40.10:20.w3^head 
40.10:20.w4^head 
40.10:20.w5-w6^specifier head 
40.10:20.w7^head 
40.10:20.w8-w12^specifier head specifier head qualifier 
40.10:20.w10-w12^specifier head qualifier 
40.10:20.w13-w14^specifier head 
40.10:20.w15-w16^specifier head 
40.10:21.w1^head 
40.10:21.w2^head 
40.10:21.w3^head 
40.10:21.w4^head 
40.10:21.w5-w6^specifier head 
40.10:21.w7^head 
40.10:21.w8^head 
40.10:21.w9^head 
40.10:21.w10^head 
40.10:21.w11^head 
40.10:21.w12^head 
40.10:21.w13-w14^specifier head 
40.10:21.w15^head 
40.10:21.w16^head 
40.10:21.w17^head 
40.10:22.w1^head 
40.10:22.w2^head 
40.10:22.w3^head 
40.10:22.w4-w5^specifier head 
40.10:22.w6-w9^specifier specifier head qualifier 
40.10:22.w10^head 
40.10:22.w11^head 
40.10:22.w12^head 
40.10:22.w13-w14^specifier head 
40.10:22.w15^head 
40.10:22.w16^head 
40.10:23.w1^head 
40.10:23.w2^head 
40.10:23.w3^head 
40.10:23.w4^head 
40.10:23.w5-w8^specifier specifier head definer 
40.10:23.w9^head 
40.10:23.w10-w12^specifier specifier head 
40.10:23.w13^head 
40.10:23.w14^head 
40.10:23.w15^head 
40.10:23.w16^head 
40.10:23.w17-w18^head qualifier 
40.10:23.w19^head 
40.10:23.w20-w23^specifier head specifier head 
40.10:23.w22-w23^specifier head 
40.10:23.w24^head 
40.10:23.w25^head 
40.10:23.w26^head 
40.10:23.w27-w30^specifier head specifier head 
40.10:23.w29-w30^specifier head 
40.10:24.w1^head 
40.10:24.w2^head 
40.10:24.w3^head 
40.10:24.w4-w6^specifier specifier head 
40.10:24.w7^head 
40.10:24.w8^head 
40.10:24.w9-w12^specifier specifier head qualifier 
40.10:25.w1-w3^head specifier head 
40.10:25.w2-w3^specifier head 
40.10:25.w4^head 
40.10:25.w5^head 
40.10:25.w6-w7^head head 
40.10:25.w10^head 
40.10:25.w11-w12^specifier head 
40.10:25.w13-w14^head head 
40.10:25.w17^head 
40.10:25.w18-w19^specifier head 
40.10:25.w20^head 
40.10:25.w21^head 
40.10:25.w22-w23^definer head 
40.10:25.w24-w26^specifier head qualifier 
40.10:26.w1^head 
40.10:26.w2^head 
40.10:26.w3^head 
40.10:26.w4^head 
40.10:26.w5^head 
40.10:26.w6^head 
40.10:26.w7^head 
40.10:26.w8^head 
40.10:26.w9^head 
40.10:26.w10^head 
40.10:26.w11^head 
40.10:26.w12^head 
40.10:26.w13^head 
40.10:26.w14^head 
40.10:26.w15^head 
40.10:26.w16^head 
40.10:27.w1^head 
40.10:27.w2^head 
40.10:27.w3^head 
40.10:27.w4-w6^specifier specifier head 
40.10:27.w7^head 
40.10:27.w8-w10^specifier specifier head 
40.10:27.w11^head 
40.10:27.w12^head 
40.10:27.w13-w15^specifier specifier head 
40.10:27.w16^head 
40.10:27.w17^head 
40.10:27.w18-w20^specifier specifier head 
40.10:28.w1^head 
40.10:28.w2^head 
40.10:28.w3^head 
40.10:28.w4-w6^specifier specifier head 
40.10:28.w7-w8^specifier head 
40.10:28.w9^specifier 
40.10:28.w10^head 
40.10:28.w11^head 
40.10:28.w12^head 
40.10:28.w13^head 
40.10:28.w14^head 
40.10:28.w15^head 
40.10:28.w16^head 
40.10:28.w17^head 
40.10:28.w18-w19^specifier head 
40.10:28.w20-w21^connector head 
40.10:28.w22-w23^connector head 
40.10:28.w24^head 
40.10:28.w25-w26^specifier head 
40.10:29.w1^head 
40.10:29.w2-w3^definer head 
40.10:29.w4^head 
40.10:29.w5^head 
40.10:29.w6^head 
40.10:29.w7-w9^head specifier head 
40.10:29.w8-w9^specifier head 
40.10:29.w10^head 
40.10:29.w11^head 
40.10:29.w12-w14^specifier specifier head 
40.10:29.w15-w18^specifier specifier head qualifier 
40.10:3.w1^head 
40.10:3.w2-w3^connector head 
40.10:3.w4^head 
40.10:3.w5-w8^connector head specifier head 
40.10:3.w7-w8^specifier head 
40.10:3.w9-w12^head head specifier head 
40.10:3.w10-w12^head specifier head 
40.10:3.w11-w12^specifier head 
40.10:3.w13-w14^connector head 
40.10:30.w1^qualifier 
40.10:30.w2^head 
40.10:30.w3^head 
40.10:30.w4-w8^specifier head specifier head definer 
40.10:30.w6-w7^specifier head 
40.10:30.w9^head 
40.10:30.w10^head 
40.10:31.w1^head 
40.10:31.w2^head 
40.10:31.w3^head 
40.10:31.w4-w5^definer head 
40.10:31.w6^head 
40.10:31.w7^head 
40.10:32.w1^definer 
40.10:32.w2^head 
40.10:32.w3^head 
40.10:32.w4^head 
40.10:32.w5-w6^specifier head 
40.10:32.w7-w9^specifier specifier head 
40.10:32.w10^head 
40.10:32.w11^head 
40.10:32.w12-w13^specifier head 
40.10:32.w14-w21^specifier specifier head qualifier head specifier specifier head 
40.10:32.w18-w21^head specifier specifier head 
40.10:32.w19-w21^specifier specifier head 
40.10:33.w1^head 
40.10:33.w2^head 
40.10:33.w3^head 
40.10:33.w4^head 
40.10:33.w5^head 
40.10:33.w6-w8^specifier specifier head 
40.10:33.w9^head 
40.10:33.w10^head 
40.10:33.w11^head 
40.10:33.w12-w19^specifier specifier head qualifier head specifier specifier head 
40.10:33.w16-w19^head specifier specifier head 
40.10:33.w17-w19^specifier specifier head 
40.10:34.w1^head 
40.10:34.w2^head 
40.10:34.w3^head 
40.10:34.w4^head 
40.10:34.w5^head 
40.10:34.w6^head 
40.10:34.w7-w9^specifier specifier head 
40.10:34.w10^head 
40.10:34.w11^head 
40.10:34.w12^head 
40.10:34.w13^head 
40.10:34.w14^head 
40.10:34.w15^head 
40.10:35.w1^head 
40.10:35.w2^head 
40.10:35.w3^head 
40.10:35.w4^head 
40.10:35.w5-w8^specifier specifier head qualifier 
40.10:35.w9^head 
40.10:35.w10^head 
40.10:35.w11-w14^specifier specifier head qualifier 
40.10:35.w15^head 
40.10:35.w16^head 
40.10:35.w17-w20^specifier specifier head qualifier 
40.10:36.w1^head 
40.10:36.w2-w4^head specifier head 
40.10:36.w3-w4^specifier head 
40.10:36.w5-w7^specifier head qualifier 
40.10:37.w1-w2^specifier head 
40.10:37.w3^head 
40.10:37.w4-w5^connector head 
40.10:37.w6-w7^specifier head 
40.10:37.w8^head 
40.10:37.w9^head 
40.10:37.w10-w11^qualifier head 
40.10:37.w12^head 
40.10:37.w13-w14^specifier head 
40.10:37.w15^head 
40.10:37.w16-w17^connector head 
40.10:37.w18-w19^specifier head 
40.10:37.w20^head 
40.10:37.w21^head 
40.10:37.w22-w23^qualifier head 
40.10:38.w1^head 
40.10:38.w2^head 
40.10:38.w3^head 
40.10:38.w4^head 
40.10:38.w5-w7^specifier head qualifier 
40.10:38.w8^head 
40.10:38.w9^head 
40.10:38.w10-w11^specifier head 
40.10:38.w12^head 
40.10:38.w13^head 
40.10:38.w14-w15^qualifier head 
40.10:39.w1-w2^specifier head 
40.10:39.w3-w5^specifier head qualifier 
40.10:39.w6^head 
40.10:39.w7^head 
40.10:39.w8^head 
40.10:39.w9-w10^specifier head 
40.10:39.w11-w13^specifier head qualifier 
40.10:39.w14-w15^specifier head 
40.10:39.w16^head 
40.10:39.w17^head 
40.10:4.w1-w3^head specifier head 
40.10:4.w2-w3^specifier head 
40.10:4.w4-w11^connector head specifier head specifier head head head 
40.10:4.w6-w7^specifier head 
40.10:4.w8^specifier 
40.10:4.w9^head 
40.10:4.w10^head 
40.10:4.w11^head 
40.10:40.w1-w2^specifier head 
40.10:40.w3^head 
40.10:40.w4^head 
40.10:40.w5^head 
40.10:40.w6^head 
40.10:40.w7^specifier 
40.10:40.w8^head 
40.10:40.w9^head 
40.10:40.w10^head 
40.10:40.w11-w12^specifier head 
40.10:40.w13^head 
40.10:41.w1-w2^specifier head 
40.10:41.w3^head 
40.10:41.w4-w6^specifier head qualifier 
40.10:41.w7-w8^head qualifier 
40.10:41.w9^head 
40.10:41.w10^head 
40.10:41.w11-w12^specifier head 
40.10:41.w13^head 
40.10:41.w14-w16^specifier head qualifier 
40.10:41.w17-w18^head qualifier 
40.10:41.w19^head 
40.10:42.w1^head 
40.10:42.w2^head 
40.10:42.w3^head 
40.10:42.w4^head 
40.10:42.w5-w8^head specifier head definer 
40.10:42.w6-w8^specifier head definer 
40.10:42.w9-w10^head qualifier 
40.10:42.w11^head 
40.10:42.w12-w14^specifier head qualifier 
40.10:42.w15^head 
40.10:42.w16^head 
40.10:42.w17^head 
40.10:42.w18-w19^head qualifier 
40.10:42.w20^head 
40.10:42.w21-w23^specifier head qualifier 
40.10:5.w1-w3^definer specifier head 
40.10:5.w4^head 
40.10:5.w5-w6^specifier head 
40.10:5.w7^head 
40.10:5.w8^head 
40.10:5.w9^head 
40.10:5.w10-w12^specifier head qualifier 
40.10:5.w13^head 
40.10:5.w14^head 
40.10:5.w15^head 
40.10:5.w16-w18^specifier head qualifier 
40.10:5.w19^head 
40.10:5.w20^head 
40.10:6.w1^head 
40.10:6.w2^head 
40.10:6.w3^head 
40.10:6.w4-w10^specifier specifier head specifier head head qualifier 
40.10:6.w7-w8^specifier head 
40.10:6.w9-w10^head qualifier 
40.10:7.w1^head 
40.10:7.w2^head 
40.10:7.w3^head 
40.10:7.w4^head 
40.10:7.w5^head 
40.10:7.w6^head 
40.10:7.w7-w10^specifier head specifier head 
40.10:7.w9-w10^specifier head 
40.10:8.w1^head 
40.10:8.w2^head 
40.10:8.w3^head 
40.10:8.w4^head 
40.10:8.w5^head 
40.10:8.w6^head 
40.10:8.w7^head 
40.10:8.w8^head 
40.10:8.w9^head 
40.10:8.w10^head 
40.10:8.w11^head 
40.10:8.w12^head 
40.10:9.w1^head 
40.10:9.w2^head 
40.10:9.w3^head 
40.10:9.w4-w5^connector head 
40.10:9.w6-w7^connector head 
40.10:9.w8-w11^specifier specifier head qualifier 
40.11:1.w1^head 
40.11:1.w2^head 
40.11:1.w3^head 
40.11:1.w4^head 
40.11:1.w5-w6^specifier head 
40.11:1.w7^head 
40.11:1.w8-w11^specifier definer head qualifier 
40.11:1.w12^head 
40.11:1.w13^head 
40.11:1.w14-w15^specifier head 
40.11:1.w16^head 
40.11:1.w17^head 
40.11:1.w18-w21^specifier specifier head qualifier 
40.11:10.w1^head 
40.11:10.w2^head 
40.11:10.w3-w4^specifier head 
40.11:10.w5^head 
40.11:10.w6^head 
40.11:10.w7^head 
40.11:10.w8^head 
40.11:10.w9-w11^specifier head qualifier 
40.11:10.w12-w14^specifier head qualifier 
40.11:10.w15^head 
40.11:10.w16^head 
40.11:10.w17-w19^specifier head qualifier 
40.11:10.w20-w21^specifier head 
40.11:11.w1^head 
40.11:11.w2^head 
40.11:11.w3^head 
40.11:11.w4^head 
40.11:11.w5^head 
40.11:11.w6-w8^specifier head qualifier 
40.11:11.w9-w12^head head specifier head 
40.11:11.w10-w12^head specifier head 
40.11:11.w11-w12^specifier head 
40.11:11.w13^specifier 
40.11:11.w14^head 
40.11:11.w15-w20^head specifier specifier head specifier head 
40.11:11.w16-w20^specifier specifier head specifier head 
40.11:11.w19-w20^specifier head 
40.11:11.w21-w22^head qualifier 
40.11:11.w23^head 
40.11:12.w1^specifier 
40.11:12.w2^head 
40.11:12.w3-w7^specifier head head specifier head 
40.11:12.w5-w7^head specifier head 
40.11:12.w6-w7^specifier head 
40.11:12.w8-w9^specifier head 
40.11:12.w10-w13^specifier head specifier head 
40.11:12.w12-w13^specifier head 
40.11:12.w14^head 
40.11:12.w15^head 
40.11:12.w16^head 
40.11:12.w17^head 
40.11:12.w18^head 
40.11:13.w1^definer 
40.11:13.w2^head 
40.11:13.w3-w4^specifier head 
40.11:13.w5-w7^connector specifier head 
40.11:13.w8-w9^specifier head 
40.11:13.w10^head 
40.11:14.w1^head 
40.11:14.w2^head 
40.11:14.w3^head 
40.11:14.w4^head 
40.11:14.w5^head 
40.11:14.w6^head 
40.11:14.w7-w10^head specifier head head 
40.11:14.w8-w9^specifier head 
40.11:14.w10^head 
40.11:15.w1-w2^specifier head 
40.11:15.w3^head 
40.11:15.w4^head 
40.11:16.w1^head 
40.11:16.w2^head 
40.11:16.w3^head 
40.11:16.w4-w6^specifier head definer 
40.11:16.w7^head 
40.11:16.w8^head 
40.11:16.w9-w13^head head specifier specifier head 
40.11:16.w10^head 
40.11:16.w11-w13^specifier specifier head 
40.11:16.w14^head 
40.11:16.w15^head 
40.11:16.w16-w17^specifier head 
40.11:17.w1^head 
40.11:17.w2^head 
40.11:17.w3^head 
40.11:17.w4^head 
40.11:17.w5^head 
40.11:17.w6^head 
40.11:17.w7^head 
40.11:17.w8^head 
40.11:17.w9^head 
40.11:17.w10^head 
40.11:18.w1^head 
40.11:18.w2^head 
40.11:18.w3^head 
40.11:18.w4^head 
40.11:18.w5^head 
40.11:18.w6^head 
40.11:18.w7^head 
40.11:18.w8^head 
40.11:18.w9^head 
40.11:18.w10^head 
40.11:18.w11^head 
40.11:19.w1^head 
40.11:19.w2-w5^specifier head specifier head 
40.11:19.w4-w5^specifier head 
40.11:19.w6^head 
40.11:19.w7^head 
40.11:19.w8^head 
40.11:19.w9^head 
40.11:19.w10^head 
40.11:19.w11^head 
40.11:19.w12-w15^head head connector head 
40.11:19.w13-w15^head connector head 
40.11:19.w14-w15^connector head 
40.11:19.w16^head 
40.11:19.w18-w19^connector head 
40.11:19.w20^head 
40.11:19.w21^head 
40.11:19.w22-w23^specifier head 
40.11:19.w24-w27^specifier specifier head qualifier 
40.11:2.w1^specifier 
40.11:2.w2^head 
40.11:2.w3^head 
40.11:2.w4^head 
40.11:2.w5-w7^specifier specifier head 
40.11:2.w8-w11^specifier head specifier head 
40.11:2.w10-w11^specifier head 
40.11:2.w12^head 
40.11:2.w13-w16^specifier specifier head qualifier 
40.11:20.w1^head 
40.11:20.w2^head 
40.11:20.w3^head 
40.11:20.w4-w12^specifier head specifier head head specifier definer head qualifier 
40.11:20.w6-w7^specifier head 
40.11:20.w8^head 
40.11:20.w9-w12^specifier definer head qualifier 
40.11:20.w13^head 
40.11:20.w14^head 
40.11:20.w15^head 
40.11:21.w1^head 
40.11:21.w2^head 
40.11:21.w3^head 
40.11:21.w4^head 
40.11:21.w5^head 
40.11:21.w6^head 
40.11:21.w7^head 
40.11:21.w8^head 
40.11:21.w9-w10^specifier head 
